nombre,Latitud,Longitud,coordenadas
UMF 169 OCOTLÁN,20.3474,-102.7704,"20.3474,-102.7704"
UMF 177 LAGOS DE MORENO,21.3614,-101.9264,"21.3614,-101.9264"
UMFH 16 TECALITLÁN,19.4758,-103.3036,"19.4758,-103.3036"
UMF 29 ESTIPAC,20.371,-103.7274,"20.371,-103.7274"
UMF 181 LOS SABINOS,20.419,-103.1879,"20.419,-103.1879"
UMF 155 TIZAPAN ALTO,20.1599,-103.0426,"20.1599,-103.0426"
UMF 130 OJUELOS,21.8597,-101.5927,"21.8597,-101.5927"
UMF 133 UNIÓN,21.1291,-102.0079,"21.1291,-102.0079"
UMF 132 SAN JULIÁN,21.0097,-102.1853,"21.0097,-102.1853"
UMF 137 ANTONIO,20.7991,-104.0044,"20.7991,-104.0044"
UMF 41 S. JUAN LAGOS,21.2501,-102.3285,"21.2501,-102.3285"
UMF 94 YAHUALICA,21.178,-102.8843,"21.178,-102.8843"
UMF 72 COCULA,20.3636,-103.8215,"20.3636,-103.8215"
UMF 83 LA HUERTA,19.4877,-104.6346,"19.4877,-104.6346"
UMF 162 MELAQUE,19.2234,-104.6999,"19.2234,-104.6999"
UMF 3 GUADALAJARA,20.6848,-103.3289,"20.6848,-103.3289"
UMF 60 COLOTLÁN,22.1165,-103.2674,"22.1165,-103.2674"
UMF 61 MASAMITLA,19.9212,-103.0168,"19.9212,-103.0168"
UMF 81 GRULLO,19.8103,-104.2282,"19.8103,-104.2282"
UMF 82 UNIÓN DE TULA,19.958,-104.2663,"19.958,-104.2663"
UMF 75 TECOLOTLÁN,20.194,-104.0424,"20.194,-104.0424"
UMF 69 ETZATLÁN,20.771,-104.0778,"20.771,-104.0778"
UMF 85 JALOSTITLÁN,21.1572,-102.4634,"21.1572,-102.4634"
UMF 188 TEPALCAPA,19.6368,-99.2152,"19.6368,-99.2152"
UMF 67 SANTA CLARA,19.5335,-99.0702,"19.5335,-99.0702"
UMF 68 TULPETLAC,19.5697,-99.0437,"19.5697,-99.0437"
UMF 191 ECATEPEC,19.5951,-99.0504,"19.5951,-99.0504"
UMF 74 SAN RAFAEL,19.5091,-98.884,"19.5091,-98.884"
UMF 70 AYOTLA,19.3184,-98.9105,"19.3184,-98.9105"
UMF 73 AMECAMECA,19.13,-98.7672,"19.13,-98.7672"
UMF 75 NETZAHUALCOYOTL,19.4109,-99.0228,"19.4109,-99.0228"
UMF 78 NETZAHUALCOYOTL,19.3934,-99.0008,"19.3934,-99.0008"
UMF 96 TEPOZANES,19.3776,-98.9954,"19.3776,-98.9954"
UMF 182 EL SOL,19.4298,-99.0308,"19.4298,-99.0308"
UMF 183 REY NEZA,19.3993,-98.9876,"19.3993,-98.9876"
UMF 84 CHIMALHUACÁN,19.4122,-98.9346,"19.4122,-98.9346"
UMF 250 LA MAGDALENA,19.32,-99.6349,"19.32,-99.6349"
UMF 224 ZINACATEPEC,19.2912,-99.7338,"19.2912,-99.7338"
UMF 241 TEMOAYA,19.4732,-99.5905,"19.4732,-99.5905"
UMF 58 LAS MARGARITAS,19.53,-99.2222,"19.53,-99.2222"
UMF 65 RÍO HONDO,19.4359,-99.2557,"19.4359,-99.2557"
UMF 66 PROGRESO,19.6333,-99.3521,"19.6333,-99.3521"
UMF 63 SAN ILDEFONSO,19.6163,-99.2995,"19.6163,-99.2995"
UMF 187 LA HIGUERA,19.57,-99.24,"19.57,-99.24"
UMF 192 ATIZAPÁN,19.5537,-99.2688,"19.5537,-99.2688"
UMF 88 STA. ANITA,19.5387,-99.3973,"19.5387,-99.3973"
UMF 239 TEJUPILCO,18.9019,-100.1502,"18.9019,-100.1502"
UMF 229 TENANCINGO,18.98,-99.59,"18.98,-99.59"
UMF 234 COLORÍNES,19.1771,-100.2185,"19.1771,-100.2185"
UMF 245 ACULCO,20.1,-99.83,"20.1,-99.83"
UMF-UMAA 231 METEPEC,19.26,-99.6,"19.26,-99.6"
UMF 248 SN MATEO ATENCO,19.2495,-99.5344,"19.2495,-99.5344"
UMF-UMAA 75 MORELIA,19.6827,-101.1746,"19.6827,-101.1746"
UMFH 25 PURUARAN,19.5544,-101.3046,"19.5544,-101.3046"
UMF 76 URUAPAN,19.4083,-102.0091,"19.4083,-102.0091"
UMF 81 URUAPAN,19.4075,-102.0098,"19.4075,-102.0098"
UMF 73 URUAPAN,19.3984,-102.0524,"19.3984,-102.0524"
UMF 6 JIQUILPAN,20.0057,-102.7206,"20.0057,-102.7206"
UMFH 5 SAHUAYO,20.0661,-102.7189,"20.0661,-102.7189"
UMF 21 JACONA,19.9592,-102.3097,"19.9592,-102.3097"
UMF 82 ZAMORA,20.0192,-102.251,"20.0192,-102.251"
UMF 77 LA PIEDAD,20.3274,-102.017,"20.3274,-102.017"
UMFH 19 CD. HIDALGO,19.6882,-100.553,"19.6882,-100.553"
UMF 48 HUETAMO,18.6296,-100.5345,"18.6296,-100.5345"
UMF 13 COTIJA,19.8027,-102.6966,"19.8027,-102.6966"
UMF 42 CUITZEO,19.5748,-101.8198,"19.5748,-101.8198"
UMF 50 MARAVATIO,19.5314,-100.2548,"19.5314,-100.2548"
UMFH 64 PURUANDIRO,20.0903,-101.3025,"20.0903,-101.3025"
UMF 27 LA MIRA,18.0286,-102.326,"18.0286,-102.326"
UMF 68 VISTA HERMOSA,20.2718,-102.2847,"20.2718,-102.2847"
UMF 66 VILLA MAR,20.0214,-102.595,"20.0214,-102.595"
UMF 54 PUREPERO,19.5453,-102.1239,"19.5453,-102.1239"
UMF 22 TEPALCINGO,18.5957,-98.8468,"18.5957,-98.8468"
UMF 8 VILLA AYALA,18.7703,-98.9831,"18.7703,-98.9831"
UMF 10 CHINAMECA,18.6219,-98.9976,"18.6219,-98.9976"
UMF 17 TEZOYUCA,18.8047,-99.2019,"18.8047,-99.2019"
UMF 7 TECUALA,22.3961,-105.4544,"22.3961,-105.4544"
UMF 9 RUIZ,21.9506,-105.1472,"21.9506,-105.1472"
UMF 3 CORA,21.7757,-105.1739,"21.7757,-105.1739"
UMF 11 YAGO,21.8178,-105.2073,"21.8178,-105.2073"
UMF 12 AUTÁN,21.69,-105.307,"21.69,-105.307"
UMF 13 SAN BLAS,21.5392,-105.2855,"21.5392,-105.2855"
UMF 14 COMPOSTELA,21.2415,-104.9029,"21.2415,-104.9029"
UMF 16 LA PEÑITA,21.0412,-105.246,"21.0412,-105.246"
UMF 19 MEZCALES,20.7261,-105.2809,"20.7261,-105.2809"
UMF 26 XALISCO,21.4517,-104.896,"21.4517,-104.896"
UMF 36 MONTERREY,25.6311,-100.3,"25.6311,-100.3"
UMF 5 MONTERREY,25.6663,-100.338,"25.6663,-100.338"
UMF 91 SALTILLO,25.4658,-101.0267,"25.4658,-101.0267"
UMF 51 CHINA,25.7024,-99.2389,"25.7024,-99.2389"
UMF 24 VILLA GARCÍA,25.811,-100.605,"25.811,-100.605"
UMF 50 CERRALVO,26.0815,-99.6195,"26.0815,-99.6195"
UMF 32 PUERTO ESCONDIDO,15.8689,-97.0719,"15.8689,-97.0719"
UMF 33 PEDRO POCHUTLA,15.7345,-96.4736,"15.7345,-96.4736"
UMF 29 BARRIO LA SOLEDAD,16.8014,-95.1122,"16.8014,-95.1122"
UMF 31 LOS ROBLES,18.971,-96.1162,"18.971,-96.1162"
UMF 58 TEOTITLÁN,18.1312,-97.0778,"18.1312,-97.0778"
UMF 57 SAN PABLO VILLA DE ETLA,17.0278,-96.0777,"17.0278,-96.0777"
UMF 56 SAN PABLO HUITZO,17.2818,-96.8925,"17.2818,-96.8925"
UMF 59 LOMA BONITA,18.1065,-95.88,"18.1065,-95.88"
UMF 13 PUEBLA,19.0238,-98.2241,"19.0238,-98.2241"
UMF 2 PUEBLA,19.0398,-98.1963,"19.0398,-98.1963"
UMF 21 PUEBLA,19.0278,-98.1966,"19.0278,-98.1966"
UMF 27 V. AJALPAN,18.3682,-97.254,"18.3682,-97.254"
UMFH 24 IZUCAR MATAMOR,18.6101,-98.4649,"18.6101,-98.4649"
UMFH 31 CHIETLA,18.5214,-98.5819,"18.5214,-98.5819"
UMFH 29 S.JOSÉ TILAPA,18.1606,-97.1057,"18.1606,-97.1057"
UMF 43 CD. CERDÁN,18.9951,-97.4456,"18.9951,-97.4456"
UMFH 16 TECAMACHALCO,18.8799,-97.7297,"18.8799,-97.7297"
UMF 50 ACATLÁN OSORIO,18.1922,-98.0529,"18.1922,-98.0529"
UMF 44 TLACOTEPEC,18.6812,-97.6578,"18.6812,-97.6578"
UMF 13 QUERÉTARO,20.5799,-100.404,"20.5799,-100.404"
UMF 48 LA HINCADA,22.664,-100.1103,"22.664,-100.1103"
UMF 20 V. REYES,21.8024,-100.9319,"21.8024,-100.9319"
UMF 7 MORALES,22.1567,-101.021,"22.1567,-101.021"
UMFH 11 RASCÓN,21.973,-99.2601,"21.973,-99.2601"
UMF 26 CÁRDENAS,22.0096,-99.6443,"22.0096,-99.6443"
UMF 23 CERRITOS,22.4228,-100.2831,"22.4228,-100.2831"
UMF-UMAA 55 CULIACÁN,24.7667,-107.457,"24.7667,-107.457"
UMF 52 CULIACÁN,24.7839,-107.37,"24.7839,-107.37"
UMF 53 INF. BARRAN,24.7557,-107.434,"24.7557,-107.434"
UMF 46 CULIACÁN,24.7819,-107.41,"24.7819,-107.41"
UMF 37 LOS MOCHIS,25.8092,-108.9809,"25.8092,-108.9809"
UMF 45 MAZATLAN,23.2125,-106.421,"23.2125,-106.421"
UMF 17 CHOIX,26.7094,-108.323,"26.7094,-108.323"
UMFH 29 ESCUINAPA,22.8309,-105.776,"22.8309,-105.776"
UMF 21 LA CRUZ,22.8316,-105.775,"22.8316,-105.775"
UMFH 7 HIGUERA,25.9663,-109.298,"25.9663,-109.298"
UMF 34 E. MARMOL,23.4845,-106.602,"23.4845,-106.602"
UMF 40 JAHUARA,26.2272,-108.955,"26.2272,-108.955"
UMF 39 CHÁVEZ TALAMAN,26.3334,-109.029,"26.3334,-109.029"
UMF 1 OBREGÓN,27.4954,-109.9644,"27.4954,-109.9644"
UMF 8 CABORCA,30.7132,-112.1381,"30.7132,-112.1381"
UMFH 51 C. LIBERTAD,29.9082,-112.6852,"29.9082,-112.6852"
UMF 9 PUERTO PEÑASCO,31.3417,-113.5154,"31.3417,-113.5154"
UMF 47 ACONCHI,29.8271,-110.2269,"29.8271,-110.2269"
UMF 36 QUETCHEHUECA,27.2631,-109.9473,"27.2631,-109.9473"
UMF 49 CUMPAS,29.9977,-109.7803,"29.9977,-109.7803"
UMF 38 TAMPICO,22.2817,-97.8813,"22.2817,-97.8813"
UMF 35 NUEVO MORELOS,22.5357,-99.2192,"22.5357,-99.2192"
UMF 12 E. RAMÍREZ,25.9505,-97.7879,"25.9505,-97.7879"
UMF 27 OCAMPO,22.8459,-99.3309,"22.8459,-99.3309"
UMF 18 VALLE HERMOSO,25.672,-97.8111,"25.672,-97.8111"
UMF-UMAA 39 CON UMAA Y REHAB,25.8414,-97.5382,"25.8414,-97.5382"
UMF 79 MATAMOROS,25.8731,-97.5038,"25.8731,-97.5038"
UMF 37 CIUDAD CUAUHTÉMOC,22.1885,-97.8339,"22.1885,-97.8339"
UMF 8 E. CUAUHTÉMOC,22.5509,-98.1473,"22.5509,-98.1473"
UMF 31 GUEMEZ,23.9187,-99.0089,"23.9187,-99.0089"
UMF 14 NVA. APOLORIA,22.4904,-98.631,"22.4904,-98.631"
UMF 9 SANTA ANA,19.3196,-98.1943,"19.3196,-98.1943"
UMF 17 S. BERNABÉ,19.363,-98.1708,"19.363,-98.1708"
UMF 6 PANZACOLA,19.1511,-98.2257,"19.1511,-98.2257"
UMF 10 SAN PABLO,19.3326,-98.194,"19.3326,-98.194"
UMF 19 APIZACO,19.413,-98.1392,"19.413,-98.1392"
UMF 48 TLAXCO,19.6155,-98.1221,"19.6155,-98.1221"
UMF 35 NANACAMILPA,19.4967,-98.5329,"19.4967,-98.5329"
UMF 37 CALPULALPAN,19.5892,-98.5765,"19.5892,-98.5765"
UMF 51 TEOLOCHOLCO,19.2439,-98.1886,"19.2439,-98.1886"
UMF 66 NANCHITAL,18.0776,-94.4123,"18.0776,-94.4123"
UMF 54 TICUL,20.4059,-89.5334,"20.4059,-89.5334"
UMF 55 TEKAX,20.2101,-89.2889,"20.2101,-89.2889"
UMFH 2 PROGRESO,21.2857,-89.6604,"21.2857,-89.6604"
UMFH 4 VALLADOLID,20.6899,-88.2122,"20.6899,-88.2122"
UMF 6 COL. YUCATÁN,21.209,-87.7244,"21.209,-87.7244"
UMF 7 COLORADAS,21.609,-87.9927,"21.609,-87.9927"
UMF 31 IZAMAL,20.9282,-89.015,"20.9282,-89.015"
UMF 41 ACANCEH,20.8147,-89.46,"20.8147,-89.46"
UMF 17 MAXCANU,20.5841,-89.997,"20.5841,-89.997"
UMFH 19 HUNUCMA,21.0213,-89.8889,"21.0213,-89.8889"
UMFH 50 CONKAL,21.0694,-89.523,"21.0694,-89.523"
UMF 49 TIXKOKOB,21.0015,-89.3855,"21.0015,-89.3855"
UMF 21 SAMAHIL,20.8843,-89.8873,"20.8843,-89.8873"
UMF 20 CAUCEL,20.9979,-89.6978,"20.9979,-89.6978"
UMF 14 KANASIN,20.933,-89.5529,"20.933,-89.5529"
UMF 16 KOMCHEN,21.103,-89.6605,"21.103,-89.6605"
UMF 13 CHUBURNA,21.0136,-89.6341,"21.0136,-89.6341"
UMF 29 LUIS MOYA,22.4378,-102.2481,"22.4378,-102.2481"
UMF 44 VALPARAISO,22.7774,-103.5869,"22.7774,-103.5869"
UMF 36 OJOCALIENTE,22.5737,-102.2576,"22.5737,-102.2576"
UMF 35 NORIA ÁNGELES,22.4453,-101.911,"22.4453,-101.911"
UMF 33 MORELOS,22.8604,-102.6113,"22.8604,-102.6113"
UMF 21 VÍCTOR ROSALES,22.9541,-102.7026,"22.9541,-102.7026"
UMF 27 JUCHIPILA,21.4026,-103.1174,"21.4026,-103.1174"
UMF 39 TABASCO,21.8645,-102.9105,"21.8645,-102.9105"
UMF 26 JUAN ALDAMA,24.2917,-103.3949,"24.2917,-103.3949"
UMF 20 VALLEJO,19.4957,-99.1502,"19.4957,-99.1502"
UMF 49 EL ARBOLILLO,19.5338,-99.1485,"19.5338,-99.1485"
UMF 19 COYOACÁN,19.3473,-99.1632,"19.3473,-99.1632"
UMF 26 CONDESA,19.4069284,-99.1689361,"19.4069284,-99.1689361"
UMF 28 DEL VALLE,19.3935,-99.1626,"19.3935,-99.1626"
UMF 39 CFE. XOLA,19.3946,-99.1612,"19.3946,-99.1612"
UMF-UMAA 42 CUAJIMALPA CON UMAA,19.3645,-99.2933,"19.3645,-99.2933"
UMF 140 LA TEJA,19.3042,-99.2485,"19.3042,-99.2485"
UMF 22 INDEPENDECIA,19.331,-99.2179,"19.331,-99.2179"
UMF 7 CALZ. TLALPAN,19.2994,-99.1489,"19.2994,-99.1489"
UMF 46 SORIANO,19.3246,-99.1387,"19.3246,-99.1387"
UMF 160 EL VERGEL,19.3197,-99.0824,"19.3197,-99.0824"
UMF 45 IZTACALCO,19.3855,-99.0958,"19.3855,-99.0958"
UMF-UMAA 162 TLAHUAC,19.3065,-99.0591,"19.3065,-99.0591"
UMF 51 MARÍA CECILIA,22.2022,-101.0021,"22.2022,-101.0021"
UMF 59 CELAYA,20.5492,-100.7723,"20.5492,-100.7723"
UMF 35 LA COLONIA,20.0538,-98.7683,"20.0538,-98.7683"
UMF 182 TESISTÁN,20.7869,-103.4825,"20.7869,-103.4825"
UMF 183 SAN IGNACIO CERRO GORDO,20.7469,-102.5295,"20.7469,-102.5295"
UMF 65 TECHALUTA,20.0699,-103.5483,"20.0699,-103.5483"
UMF 184 CERRO DE LA REINA,20.6563,-103.2294,"20.6563,-103.2294"
UMF 17 CORREGIDORA,20.5186,-100.4247,"20.5186,-100.4247"
UMF 56 PRADOS,23.2687,-106.4274,"23.2687,-106.4274"
UMF 48 POMOCA,18.0476,-92.9341,"18.0476,-92.9341"
UMF 57 ZACATECAS,22.7456,-102.5895,"22.7456,-102.5895"
UMF 163 VILLA COAPA,19.3092,-99.1297,"19.3092,-99.1297"
UMF 164,19.3051,-99.06,"19.3051,-99.06"
UMF 19 AGUA PRIETA,31.3057,-109.5511,"31.3057,-109.5511"
UMF 31 MEZCALA,17.9249953,-99.6152917,"17.9249953,-99.6152917"
UMF 71 METROPLEX,25.795,-100.2531,"25.795,-100.2531"
UMF 85 TARIMBARO,19.761788,-100.203018,"19.761788,-100.203018"
UMF 1 TAPACHULA,14.92021,-92.265917,"14.92021,-92.265917"
UMF 1 DURANGO,24.0286,-104.6846,"24.0286,-104.6846"
UMF 19 AGUA PRIETA,31.3057,-109.5511,"31.3057,-109.5511"
UMF 41 BALCONES DE ALCALÁ,26.002687,-98.26358,"26.002687,-98.26358"
UMF 58 SAN JOSÉ CHIAPA,19.217931,-97.7770597,"19.217931,-97.7770597"
UMF 72 BUENA VISTA,25.85189399,-100.3696916,"25.85189399,-100.3696916"
UMF 61 LOS HÉROES DE LA SALUD,20.9905,-89.538168,"20.9905,-89.538168"
UMF 31 MEZCALA,17.9249953,-99.6152917,"17.9249953,-99.6152917"
UMF 71 METROPLEX,25.795,-100.2531,"25.795,-100.2531"
UMF 85 TARIMBARO,19.761788,-100.203018,"19.761788,-100.203018"
UMF 1 TAPACHULA,14.92021,-92.265917,"14.92021,-92.265917"
UMF 19 AGUA PRIETA,31.3057,-109.5511,"31.3057,-109.5511"
UMF 41 BALCONES DE ALCALÁ,26.002687,-98.26358,"26.002687,-98.26358"
UMF 19 AGUA PRIETA,31.3057,-109.5511,"31.3057,-109.5511"
UMF 41 BALCONES DE ALCALÁ,26.002687,-98.26358,"26.002687,-98.26358"
UMF 58 SAN JOSÉ CHIAPA,19.217931,-97.7770597,"19.217931,-97.7770597"
UMF 72 BUENA VISTA,25.85189399,-100.3696916,"25.85189399,-100.3696916"
UMF 61 LOS HÉROES DE LA SALUD,20.9905,-89.538168,"20.9905,-89.538168"
UMF 5 NOGALES,31.3180317,-110.9468987,"31.3180317,-110.9468987"
UMF 66 CD OBREGÓN,27.44635,-109.92407,"27.44635,-109.92407"
UMF 11 AGUASCALIENTES,21.8572,-102.2575,"21.8572,-102.2575"
UMF 38 S. LUIS RIO COLORADO,32.4227,-114.7438,"32.4227,-114.7438"
UMF 34 EL FLORIDO,32.4667,-116.8779,"32.4667,-116.8779"
UMF 12 ISLA DE CEDROS,28.0971,-115.1881,"28.0971,-115.1881"
UMF 8 HOPELCHEN,19.7444,-89.8439,"19.7444,-89.8439"
UMF 84 MONCLOVA,26.8557,-101.4337,"26.8557,-101.4337"
UMF 29 ESPERANZAS,27.7444,-101.3458,"27.7444,-101.3458"
UMF 50 CUATRO CIENEGAS,26.9846,-102.066,"26.9846,-102.066"
UMF 19 COLIMA,19.2408,-103.7362,"19.2408,-103.7362"
UMF 6 QUESERÍA,19.3867,-103.5672,"19.3867,-103.5672"
UMF 9 MINATITLÁN,19.3868,-104.055,"19.3868,-104.055"
UMF 16 ARRIAGA,16.2408,-93.8875,"16.2408,-93.8875"
UMF 45 PALENQUE,17.512,-91.977,"17.512,-91.977"
UMF 26 ESCUINTHA,15.3191,-92.6616,"15.3191,-92.6616"
UMF 34 CD. JUÁREZ,31.7054,-106.4364,"31.7054,-106.4364"
UMF 65 CD. JUÁREZ,31.632,-106.3637,"31.632,-106.3637"
UMFH 21 C. CAMARGO,27.6928,-105.1755,"27.6928,-105.1755"
UMF 9 S. FCO. DEL ORO,26.8614,-105.8526,"26.8614,-105.8526"
UMF 41 GÓMEZ FARIAS,29.3552,-107.739,"29.3552,-107.739"
UMF 14 CUENCAME,24.8684,-103.6918,"24.8684,-103.6918"
UMF 10 GÓMEZ PALACIO,25.5562,-103.506,"25.5562,-103.506"
UMF 2 LA GARITA,16.8737,-99.885,"16.8737,-99.885"
UMF 30 BELLA VISTA,20.433,-103.6337,"20.433,-103.6337"
UMF 159 JESÚS MARÍA,20.6043,-102.222,"20.6043,-102.222"
UMF 56 ACATLÁN,20.4233,-103.5918,"20.4233,-103.5918"
UMF 33 S. MARCOS,19.4129,-103.5508,"19.4129,-103.5508"
UMF 8 EXPERIENCIA,20.7288,-103.3361,"20.7288,-103.3361"
UMF 43 TOMATLÁN,19.9348,-105.2536,"19.9348,-105.2536"
UMF 171 ZAPOPAN,20.6305,-103.4171,"20.6305,-103.4171"
UMF 178 GUADALUPE,20.6586,-103.44,"20.6586,-103.44"
UMF 98 TEUCHITLÁN,20.6817,-103.849,"20.6817,-103.849"
UMF 44 ARANDAS,20.7056,-102.3537,"20.7056,-102.3537"
UMF 25 LA SAUCEDA,20.3519,-103.8218,"20.3519,-103.8218"
UMF 37 ING. MELCHOR,19.7846,-104.2377,"19.7846,-104.2377"
UMF 38 BUENA VISTA,20.453,-103.5217,"20.453,-103.5217"
UMF 93 TONALÁ,20.6181,-103.2478,"20.6181,-103.2478"
UMF 62 CUAUTITLÁN,19.6658,-99.1674,"19.6658,-99.1674"
UMF 52 CUAUTITLÁN IZCALLI,19.6718,-99.2164,"19.6718,-99.2164"
UMF 77 SAN AGUSTÍN,19.5263,-99.0404,"19.5263,-99.0404"
UMF 247 ZICTEPEC,19.0351,-99.5782,"19.0351,-99.5782"
UMF 235 ATLACOMULCO,19.79,-99.8706,"19.79,-99.8706"
UMF 40 COALCOMAN,18.7762,-103.1593,"18.7762,-103.1593"
UMF 12 YAUTEPEC,18.8838,-99.0613,"18.8838,-99.0613"
UMF 9 TLALTIZAPÁN,18.6943,-99.1147,"18.6943,-99.1147"
UMF 15 CASASANO,18.8498,-98.9583,"18.8498,-98.9583"
UMF 38 MONTERREY,25.6711,-100.314,"25.6711,-100.314"
UMF 28 MONTERREY,25.7215,-100.331,"25.7215,-100.331"
UMFH 13 GRAL. TERAN,25.2602,-99.6802,"25.2602,-99.6802"
UMFH 14 CADEREYTA,25.5893,-99.9845,"25.5893,-99.9845"
UMFH 16 ALLENDE,25.2777,-100.018,"25.2777,-100.018"
UMF 19 APODACA,25.7787,-100.1862,"25.7787,-100.1862"
UMF 66 PUEBLO NUEVO,25.7565,-100.1602,"25.7565,-100.1602"
UMF 58 S. PEDRO GARZA,25.6749,-100.4096,"25.6749,-100.4096"
UMF-UMAA 7 SAN PEDRO GARZA,25.6743,-100.4067,"25.6743,-100.4067"
UMF 45 HIDALGO,25.9729,-100.454,"25.9729,-100.454"
UMF 27 V. GUADALUPE,25.662,-100.238,"25.662,-100.238"
UMF 32 V. GUADALUPE,25.6753,-100.267,"25.6753,-100.267"
UMF 30 PINO,25.7657,-100.266,"25.7657,-100.266"
UMF 29 V. GUADALUPE,25.6627,-100.2002,"25.6627,-100.2002"
UMF 68 RINCÓN DE LA SIERRA,25.6792,-100.235,"25.6792,-100.235"
UMF 44 CIÉNEGA FLORES,25.9581,-100.17,"25.9581,-100.17"
UMF 48 CD. ANÁHUAC,27.2377,-100.142,"27.2377,-100.142"
UMF 20 V. JUÁREZ,25.6436,-100.093,"25.6436,-100.093"
UMF 47 LAMPAZOS,27.0248,-100.507,"27.0248,-100.507"
UMF 31 S. NICOLAS GARZA,25.7362,-100.271,"25.7362,-100.271"
UMF 8 EL CERCADO,25.4269,-100.152,"25.4269,-100.152"
UMF 41 DR. GONZÁLEZ,25.859,-99.9502,"25.859,-99.9502"
UMF 18 HUALAHUISES,24.884,-99.6769,"24.884,-99.6769"
UMF 53 GALEANA,24.8194,-100.0725,"24.8194,-100.0725"
UMF 55 DR. ARROYO,23.6739,-100.1745,"23.6739,-100.1745"
UMF 49 AGUALEGUAS,26.3098,-99.5388,"26.3098,-99.5388"
UMF 54 ARAMBERRI,24.1029,-99.8191,"24.1029,-99.8191"
UMF 56 LA ASCENCIÓN,24.3246,-99.9138,"24.3246,-99.9138"
UMF 9 SALINAS VICTORIA,25.9672,-100.292,"25.9672,-100.292"
UMF 69 LINCOLN,25.729,-100.3694,"25.729,-100.3694"
UMF 64 STA. CATARINA,25.683,-100.486,"25.683,-100.486"
UMF 52 SAN RAFAEL,25.0304,-100.554,"25.0304,-100.554"
UMF 43 ESCOBEDO,25.7362,-100.271,"25.7362,-100.271"
UMF 42 EL CARMEN,25.9349,-100.357,"25.9349,-100.357"
UMF 70 ZUAZUA,25.8957,-100.1705,"25.8957,-100.1705"
UMF 26 MONTERREY,25.729,-100.3695,"25.729,-100.3695"
UMF 1 OAXACA,17.0701,-96.722,"17.0701,-96.722"
UMF 38 FF.CC.,17.0672,-96.7358,"17.0672,-96.7358"
UMF 65 STA LUCÍA DEL,17.0782,-96.7043,"17.0782,-96.7043"
UMF 64 TUXTEPEC,17.6554,-98.1065,"17.6554,-98.1065"
UMF 13 CUICATLÁN,17.7983,-96.9602,"17.7983,-96.9602"
UMF 5 STO. DOMINGO,16.3296,-95.2329,"16.3296,-95.2329"
UMF 6 JUCHITAN,16.4342,-95.0146,"16.4342,-95.0146"
UMF 17 MAGDALENA,17.2398,-96.82351,"17.2398,-96.82351"
UMF 12 STO. DOMINGO,16.5877,-94.7652,"16.5877,-94.7652"
UMF 23 CD. IXTPEPEC,16.5546,-95.0881,"16.5546,-95.0881"
UMF 27 OCOTLÁN,16.7945,-96.6765,"16.7945,-96.6765"
UMRM 21 TAMAZULAPAN,17.6714,-97.5653,"17.6714,-97.5653"
UMF 31 ZIMATLÁN DE ÁLVAREZ,16.8669,-96.7862,"16.8669,-96.7862"
UMF 30 SAN PEDRO TAPANATEPEC,16.3673,-94.1917,"16.3673,-94.1917"
UMF 40 IXTLAN DE JUÁREZ,17.32971,-96.48419,"17.32971,-96.48419"
UMF 26 PINOTEPA,17.236,-97.5511,"17.236,-97.5511"
UMF 3 SAN FELIPE,19.0864,-98.2114,"19.0864,-98.2114"
UMF 42 TEPEACA,18.9718,-97.9001,"18.9718,-97.9001"
UMF 63 S. JOAQUÍN,20.915,-99.5654,"20.915,-99.5654"
UMF 3 CD. VALLES,21.9963,-99.0113,"21.9963,-99.0113"
UMF 16 S. HIDALGO,22.6288,-101.7178,"22.6288,-101.7178"
UMF 35 CULIACÁN,24.7956,-107.388,"24.7956,-107.388"
UMFH 18 EL COLORADO,25.7585,-109.315,"25.7585,-109.315"
UMF 14 SANTA ROSA,25.8422,-108.848,"25.8422,-108.848"
UMF 41 BAMOA,25.7056,-108.348,"25.7056,-108.348"
UMF 43 SAN BLAS,26.08,-108.761,"26.08,-108.761"
UMF 50 COSALA,24.411,-106.692,"24.411,-106.692"
UMF 37 HERMOSILLO,29.0727,-110.9568,"29.0727,-110.9568"
UMF 2 HERMOSILLO,29.1039,-110.9721,"29.1039,-110.9721"
UMF 63 HERMOSILLO,29.1205,-110.9639,"29.1205,-110.9639"
UMF 65 HERMOSILLO,29.1099,-111.0153,"29.1099,-111.0153"
UMF-UMAA 68 HERMOSILLO,29.009,-110.9233,"29.009,-110.9233"
UMF 25 URES,29.4248,-110.3906,"29.4248,-110.3906"
UMF 4 GUAYMAS,27.9214,-110.9169,"27.9214,-110.9169"
UMF 67 OBREGÓN,27.4828,-109.9425,"27.4828,-109.9425"
UMF 66 CD OBREGÓN,27.4649,-109.9295,"27.4649,-109.9295"
UMF 28 BACUM,27.5511,-110.0813,"27.5511,-110.0813"
UMF 57 NAVOJOA,27.0681,-109.4427,"27.0681,-109.4427"
UMF 59 NAVOJOA,27.0848,-109.4223,"27.0848,-109.4223"
UMF 24 SANTA ANA,30.5469,-111.119,"30.5469,-111.119"
UMF 34 CUAUHTÉMOC,27.433,-110.0187,"27.433,-110.0187"
UMF 29 E. FCO. J. MINA,27.4603,-110.1133,"27.4603,-110.1133"
UMF 35 PUEBLO YAQUI,27.3529,-110.0424,"27.3529,-110.0424"
UMF 17 VILLA JUÁREZ,27.1278,-109.8411,"27.1278,-109.8411"
